Event,TimeSinceStart,Days,Hours,Minutes,AvgPlantGrowth,SectionNumber,PlantType,NoOfSprinklers,NoOfHeaters,TempSensors,SoilSensors,HumiditySensor,WaterLevel,WaterNeed,SprinklerStatus,CurrentTempera,HeaterStatus,FertilizerLevel,LowDayLight,LowLightSeverity,PestAttack,PestSeverity,Power Failure,PowerOffTimeRemaining,Rain,RainTimeRemaining,WaterCutOff,WaterCutOffTimeRemaining
Sprinklers turned OFF,24210,16,19,30,30.90,2,Corn,10,5,true,true,true,171.06,61.79,Off,71.24,Off,817.61,true,47.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,24240,16,20,0,30.90,2,Corn,10,5,true,true,true,140.17,61.79,Off,68.24,Off,817.61,true,46.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,24300,16,21,0,30.97,2,Corn,10,5,true,true,true,78.27,61.93,Off,65.24,Off,817.61,true,45.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,24330,16,21,30,31.04,2,Corn,10,5,true,true,true,47.27,62.07,On,65.24,Off,817.61,true,45.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,24345,16,21,45,31.04,2,Corn,10,5,true,true,true,156.75,62.07,Off,65.24,Off,817.61,true,45.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,24360,16,22,0,31.04,2,Corn,10,5,true,true,true,141.23,62.07,Off,62.24,Off,817.61,true,44.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,24420,16,23,0,31.11,2,Corn,10,5,true,true,true,80.09,62.21,Off,57.24,Off,817.61,true,43.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,24450,16,23,30,31.18,2,Corn,10,5,true,true,true,48.95,62.35,On,57.24,Off,817.61,true,43.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,24465,16,23,45,31.18,2,Corn,10,5,true,true,true,158.36,62.35,Off,57.24,Off,817.61,true,43.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,24480,17,0,0,31.18,2,Corn,10,5,true,true,true,142.77,62.35,Off,53.24,Off,817.61,true,42.0,false,0.0,false,0,false,0,false,0,
New Day,24480,17,0,0,31.25,2,Corn,10,5,true,true,true,142.77,62.50,Off,53.24,Off,817.61,true,42.0,false,0.0,false,0,false,0,false,0,
Low Day Light Event,24480,17,0,0,31.25,2,Corn,10,5,true,true,true,142.77,62.50,Off,53.24,Off,255.15,true,46.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,24540,17,1,0,31.25,2,Corn,10,5,true,true,true,81.35,62.50,Off,50.24,Off,255.15,true,45.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,24570,17,1,30,31.32,2,Corn,10,5,true,true,true,50.07,62.64,On,50.24,Off,255.15,true,45.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,24585,17,1,45,31.32,2,Corn,10,5,true,true,true,159.41,62.64,Off,50.24,Off,255.15,true,45.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,24600,17,2,0,31.32,2,Corn,10,5,true,true,true,143.75,62.64,Off,44.24,Off,255.15,true,44.0,false,0.0,false,0,false,0,false,0,
Heaters turned ON,24660,17,3,0,31.39,2,Corn,10,5,true,true,true,81.01,62.78,Off,39.24,On,255.15,true,44.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,24660,17,3,0,31.39,2,Corn,10,5,true,true,true,81.01,62.78,Off,39.24,On,255.15,true,43.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,24690,17,3,30,31.46,2,Corn,10,5,true,true,true,49.59,62.92,On,41.64,On,255.15,true,43.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,24705,17,3,45,31.46,2,Corn,10,5,true,true,true,158.86,62.92,Off,42.84,On,255.15,true,43.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,24720,17,4,0,31.46,2,Corn,10,5,true,true,true,143.13,62.92,Off,41.04,On,255.15,true,42.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,24780,17,5,0,31.53,2,Corn,10,5,true,true,true,80.11,63.06,Off,42.84,On,255.15,true,41.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,24810,17,5,30,31.60,2,Corn,10,5,true,true,true,48.54,63.20,On,45.24,On,255.15,true,41.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,24825,17,5,45,31.60,2,Corn,10,5,true,true,true,157.74,63.20,Off,46.44,On,255.15,true,41.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,24840,17,6,0,31.60,2,Corn,10,5,true,true,true,141.94,63.20,Off,41.64,On,255.15,true,40.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,24900,17,7,0,31.67,2,Corn,10,5,true,true,true,78.64,63.34,Off,47.44,On,255.15,true,39.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,24915,17,7,15,31.74,2,Corn,10,5,true,true,true,62.80,63.48,On,48.64,On,255.15,true,39.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,24930,17,7,30,31.74,2,Corn,10,5,true,true,true,171.93,63.48,Off,49.84,On,255.15,true,39.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,24960,17,8,0,31.74,2,Corn,10,5,true,true,true,140.19,63.48,Off,57.24,On,255.15,true,38.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,25020,17,9,0,31.81,2,Corn,10,5,true,true,true,76.59,63.63,Off,66.04,On,255.15,true,37.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,25035,17,9,15,31.89,2,Corn,10,5,true,true,true,60.69,63.77,On,67.24,On,255.15,true,37.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,25050,17,9,30,31.89,2,Corn,10,5,true,true,true,169.74,63.77,Off,68.44,On,255.15,true,37.0,false,0.0,false,0,false,0,false,0,
Heaters turned OFF,25080,17,10,0,31.89,2,Corn,10,5,true,true,true,137.86,63.77,Off,75.84,Off,255.15,true,37.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,25080,17,10,0,31.89,2,Corn,10,5,true,true,true,137.86,63.77,Off,75.84,Off,255.15,true,36.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,25140,17,11,0,31.96,2,Corn,10,5,true,true,true,73.98,63.92,Off,77.84,Off,255.15,true,35.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,25155,17,11,15,32.03,2,Corn,10,5,true,true,true,58.00,64.06,On,77.84,Off,255.15,true,35.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,25170,17,11,30,32.03,2,Corn,10,5,true,true,true,166.98,64.06,Off,77.84,Off,255.15,true,35.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,25200,17,12,0,32.03,2,Corn,10,5,true,true,true,134.95,64.06,Off,82.84,Off,255.15,true,34.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,25260,17,13,0,32.10,2,Corn,10,5,true,true,true,71.85,64.21,Off,83.84,Off,255.15,true,33.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,25275,17,13,15,32.18,2,Corn,10,5,true,true,true,55.80,64.35,On,83.84,Off,255.15,true,33.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,25290,17,13,30,32.18,2,Corn,10,5,true,true,true,164.71,64.35,Off,83.84,Off,255.15,true,33.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,25320,17,14,0,32.18,2,Corn,10,5,true,true,true,132.54,64.35,Off,85.84,Off,255.15,true,32.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,25380,17,15,0,32.25,2,Corn,10,5,true,true,true,68.07,64.50,Off,90.84,Off,255.15,true,31.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,25395,17,15,15,32.32,2,Corn,10,5,true,true,true,51.95,64.65,On,90.84,Off,255.15,true,31.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,25410,17,15,30,32.32,2,Corn,10,5,true,true,true,160.79,64.65,Off,90.84,Off,255.15,true,31.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,25440,17,16,0,32.32,2,Corn,10,5,true,true,true,128.46,64.65,Off,94.84,Off,255.15,true,30.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,25500,17,17,0,32.40,2,Corn,10,5,true,true,true,63.71,64.79,On,94.84,Off,255.15,true,30.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,25500,17,17,0,32.40,2,Corn,10,5,true,true,true,63.71,64.79,On,96.84,Off,255.15,true,29.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,25515,17,17,15,32.47,2,Corn,10,5,true,true,true,172.51,64.94,Off,96.84,Off,255.15,true,29.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,25560,17,18,0,32.47,2,Corn,10,5,true,true,true,123.80,64.94,Off,89.84,Off,255.15,true,28.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,25620,17,19,0,32.55,2,Corn,10,5,true,true,true,58.75,65.09,On,89.84,Off,255.15,true,28.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,25620,17,19,0,32.55,2,Corn,10,5,true,true,true,58.75,65.09,On,85.84,Off,255.15,true,27.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,25635,17,19,15,32.62,2,Corn,10,5,true,true,true,160.23,65.24,Off,85.84,Off,255.15,true,27.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,25680,17,20,0,32.62,2,Corn,10,5,true,true,true,111.30,65.24,Off,80.84,Off,255.15,true,26.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,25725,17,20,45,32.70,2,Corn,10,5,true,true,true,62.29,65.39,On,80.84,Off,255.15,true,26.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,25740,17,21,0,32.70,2,Corn,10,5,true,true,true,170.94,65.39,Off,80.84,Off,255.15,true,26.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,25740,17,21,0,32.70,2,Corn,10,5,true,true,true,170.94,65.39,Off,76.84,Off,255.15,true,25.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,25800,17,22,0,32.77,2,Corn,10,5,true,true,true,105.44,65.54,Off,73.84,Off,255.15,true,24.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,25845,17,22,45,32.85,2,Corn,10,5,true,true,true,56.21,65.69,On,73.84,Off,255.15,true,24.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,25860,17,23,0,32.85,2,Corn,10,5,true,true,true,164.79,65.69,Off,73.84,Off,255.15,true,24.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,25860,17,23,0,32.85,2,Corn,10,5,true,true,true,164.79,65.69,Off,69.84,Off,255.15,true,23.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,25920,18,0,0,32.92,2,Corn,10,5,true,true,true,98.98,65.84,Off,61.84,Off,255.15,true,22.0,false,0.0,false,0,false,0,false,0,
New Day,25920,18,0,0,33.00,2,Corn,10,5,true,true,true,98.98,65.99,Off,61.84,Off,255.15,true,22.0,false,0.0,false,0,false,0,false,0,
Power Failure Occurs,25920,18,0,0,33.00,2,Corn,10,5,true,true,true,98.98,65.99,Off,61.84,Off,-338.80,true,22.0,false,0.0,true,19,false,0,false,0,
Fertilizers Balanced,25920,18,0,0,33.00,2,Corn,10,5,true,true,true,98.98,65.99,Off,61.84,Off,1608.63,true,22.0,false,0.0,true,19,false,0,false,0,
Plant Growth Slows due to Low Sunlight,25980,18,1,0,33.00,2,Corn,10,5,true,true,true,33.14,65.99,Off,54.84,Off,1608.63,true,21.0,false,0.0,true,19,false,0,false,0,
Plant Growth Slows due to Low Sunlight,26040,18,2,0,33.07,2,Corn,10,5,true,true,true,-32.70,66.15,Off,46.84,Off,1608.63,true,20.0,false,0.0,true,18,false,0,false,0,
Plant Growth Slows due to Low Sunlight,26100,18,3,0,33.15,2,Corn,10,5,true,true,true,-98.55,66.30,Off,41.84,Off,1608.63,true,19.0,false,0.0,true,17,false,0,false,0,
Plant Growth Slows due to Low Sunlight,26160,18,4,0,33.23,2,Corn,10,5,true,true,true,-164.39,66.45,Off,34.84,Off,1608.63,true,18.0,false,0.0,true,16,false,0,false,0,
Plant Growth Slows due to Low Sunlight,26220,18,5,0,33.30,2,Corn,10,5,true,true,true,-230.23,66.61,Off,30.84,Off,1608.63,true,17.0,false,0.0,true,15,false,0,false,0,
Plant Growth Slows due to Low Sunlight,26280,18,6,0,33.38,2,Corn,10,5,true,true,true,-296.08,66.76,Off,23.84,Off,1608.63,true,16.0,false,0.0,true,14,false,0,false,0,
Plant Growth Slows due to Low Sunlight,26340,18,7,0,33.46,2,Corn,10,5,true,true,true,-361.92,66.92,Off,26.84,Off,1608.63,true,15.0,false,0.0,true,13,false,0,false,0,
Plant Growth Slows due to Low Sunlight,26400,18,8,0,33.54,2,Corn,10,5,true,true,true,-424.47,67.08,Off,31.84,Off,1608.63,true,14.0,false,0.0,true,12,false,0,false,0,
Plant Growth Slows due to Low Sunlight,26460,18,9,0,33.62,2,Corn,10,5,true,true,true,-489.21,67.23,Off,33.84,Off,1608.63,true,13.0,false,0.0,true,11,false,0,false,0,
Plant Growth Slows due to Low Sunlight,26520,18,10,0,33.70,2,Corn,10,5,true,true,true,-553.96,67.39,Off,34.84,Off,1608.63,true,12.0,false,0.0,true,10,false,0,false,0,
Plant Growth Slows due to Low Sunlight,26580,18,11,0,33.77,2,Corn,10,5,true,true,true,-618.71,67.55,Off,38.84,Off,1608.63,true,11.0,false,0.0,true,9,false,0,false,0,
Plant Growth Slows due to Low Sunlight,26640,18,12,0,33.85,2,Corn,10,5,true,true,true,-683.45,67.71,Off,43.84,Off,1608.63,true,10.0,false,0.0,true,8,false,0,false,0,
Plant Growth Slows due to Low Sunlight,26700,18,13,0,33.93,2,Corn,10,5,true,true,true,-747.10,67.87,Off,46.84,Off,1608.63,true,9.0,false,0.0,true,7,false,0,false,0,
Plant Growth Slows due to Low Sunlight,26760,18,14,0,34.01,2,Corn,10,5,true,true,true,-812.94,68.03,Off,49.84,Off,1608.63,true,8.0,false,0.0,true,6,false,0,false,0,
Plant Growth Slows due to Low Sunlight,26820,18,15,0,34.09,2,Corn,10,5,true,true,true,-874.40,68.19,Off,52.84,Off,1608.63,true,7.0,false,0.0,true,5,false,0,false,0,
Plant Growth Slows due to Low Sunlight,26880,18,16,0,34.17,2,Corn,10,5,true,true,true,-940.24,68.35,Off,54.84,Off,1608.63,true,6.0,false,0.0,true,4,false,0,false,0,
Plant Growth Slows due to Low Sunlight,26940,18,17,0,34.26,2,Corn,10,5,true,true,true,-1006.08,68.51,Off,58.84,Off,1608.63,true,5.0,false,0.0,true,3,false,0,false,0,
Plant Growth Slows due to Low Sunlight,27000,18,18,0,34.34,2,Corn,10,5,true,true,true,-1071.92,68.67,Off,52.84,Off,1608.63,true,4.0,false,0.0,true,2,false,0,false,0,
Plant Growth Slows due to Low Sunlight,27060,18,19,0,34.42,2,Corn,10,5,true,true,true,-1137.77,68.84,Off,49.84,Off,1608.63,true,3.0,false,0.0,true,1,false,0,false,0,
Sprinklers turned ON,27075,18,19,15,34.50,2,Corn,10,5,true,true,true,-1154.23,69.00,On,49.84,Off,1608.63,true,3.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,27120,18,20,0,34.50,2,Corn,10,5,true,true,true,-838.16,69.00,On,43.84,Off,1608.63,true,2.0,false,0.0,false,0,false,0,false,0,
Plant Growth Stopped due to No Water,27120,18,20,0,34.50,2,Corn,10,5,true,true,true,-838.16,69.00,On,43.84,Off,1608.63,true,2.0,false,0.0,false,0,false,0,false,0,
Heaters turned ON,27180,18,21,0,34.52,2,Corn,10,5,true,true,true,-407.19,69.03,On,37.84,On,1608.63,true,2.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,27180,18,21,0,34.52,2,Corn,10,5,true,true,true,-407.19,69.03,On,37.84,On,1608.63,true,1.0,false,0.0,false,0,false,0,false,0,
Plant Growth Stopped due to No Water,27180,18,21,0,34.52,2,Corn,10,5,true,true,true,-407.19,69.03,On,37.84,On,1608.63,true,1.0,false,0.0,false,0,false,0,false,0,
Plant Growth Slows due to Low Sunlight,27240,18,22,0,34.53,2,Corn,10,5,true,true,true,23.76,69.06,On,35.64,On,1608.63,false,0.0,false,0.0,false,0,false,0,false,0,
Plant Growth slows due to Low Water,27240,18,22,0,34.53,2,Corn,10,5,true,true,true,23.76,69.06,On,35.64,On,1608.63,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,27255,18,22,15,34.59,2,Corn,10,5,true,true,true,131.49,69.18,Off,36.84,On,1608.63,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,27315,18,23,15,34.67,2,Corn,10,5,true,true,true,62.31,69.35,On,33.64,On,1608.63,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,27330,18,23,30,34.67,2,Corn,10,5,true,true,true,169.97,69.35,Off,34.84,On,1608.63,false,0.0,false,0.0,false,0,false,0,false,0,
New Day,27360,19,0,0,34.76,2,Corn,10,5,true,true,true,135.30,69.52,Off,30.24,On,1608.63,false,0.0,false,0.0,false,0,false,0,false,0,
No Random Event,27360,19,0,0,34.76,2,Corn,10,5,true,true,true,135.30,69.52,Off,30.24,On,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,27420,19,1,0,34.76,2,Corn,10,5,true,true,true,65.82,69.52,On,35.04,On,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,27435,19,1,15,34.84,2,Corn,10,5,true,true,true,173.45,69.68,Off,30.24,On,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,27525,19,2,45,34.92,2,Corn,10,5,true,true,true,68.84,69.85,On,34.44,On,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,27540,19,3,0,34.92,2,Corn,10,5,true,true,true,176.38,69.85,Off,35.64,On,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,27645,19,4,45,35.09,2,Corn,10,5,true,true,true,54.98,70.18,On,33.96,On,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,27660,19,5,0,35.09,2,Corn,10,5,true,true,true,162.43,70.18,Off,35.16,On,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,27750,19,6,30,35.26,2,Corn,10,5,true,true,true,59.25,70.52,On,29.20,On,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,27765,19,6,45,35.26,2,Corn,10,5,true,true,true,166.62,70.52,Off,30.40,On,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,27855,19,8,15,35.42,2,Corn,10,5,true,true,true,61.86,70.85,On,42.52,On,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,27870,19,8,30,35.42,2,Corn,10,5,true,true,true,169.14,70.85,Off,43.72,On,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,27960,19,10,0,35.51,2,Corn,10,5,true,true,true,62.75,71.02,On,55.92,On,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,27975,19,10,15,35.59,2,Corn,10,5,true,true,true,162.84,71.18,Off,60.04,On,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,28065,19,11,45,35.67,2,Corn,10,5,true,true,true,57.18,71.35,On,72.16,On,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,28080,19,12,0,35.67,2,Corn,10,5,true,true,true,164.34,71.35,Off,73.36,On,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Heaters turned OFF,28080,19,12,0,35.67,2,Corn,10,5,true,true,true,164.34,71.35,Off,78.36,Off,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,28170,19,13,30,35.84,2,Corn,10,5,true,true,true,58.26,71.68,On,79.36,Off,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,28185,19,13,45,35.84,2,Corn,10,5,true,true,true,165.34,71.68,Off,79.36,Off,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,28275,19,15,15,36.01,2,Corn,10,5,true,true,true,58.84,72.02,On,84.36,Off,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,28290,19,15,30,36.01,2,Corn,10,5,true,true,true,165.84,72.02,Off,84.36,Off,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,28380,19,17,0,36.09,2,Corn,10,5,true,true,true,60.10,72.18,On,87.36,Off,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,28395,19,17,15,36.17,2,Corn,10,5,true,true,true,167.05,72.35,Off,90.36,Off,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,28485,19,18,45,36.26,2,Corn,10,5,true,true,true,58.44,72.52,On,83.36,Off,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,28500,19,19,0,36.26,2,Corn,10,5,true,true,true,165.32,72.52,Off,83.36,Off,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,28590,19,20,30,36.42,2,Corn,10,5,true,true,true,56.29,72.85,On,75.36,Off,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,28605,19,20,45,36.42,2,Corn,10,5,true,true,true,163.08,72.85,Off,75.36,Off,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,28680,19,22,0,36.51,2,Corn,10,5,true,true,true,71.89,73.02,On,70.36,Off,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,28695,19,22,15,36.59,2,Corn,10,5,true,true,true,178.64,73.18,Off,64.36,Off,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,28785,19,23,45,36.67,2,Corn,10,5,true,true,true,71.22,73.35,On,57.36,Off,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,28800,20,0,0,36.67,2,Corn,10,5,true,true,true,177.89,73.35,Off,57.36,Off,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
New Day,28800,20,0,0,36.76,2,Corn,10,5,true,true,true,177.89,73.52,Off,49.36,Off,982.99,false,0.0,false,0.0,false,0,false,0,false,0,
No Random Event Happened,28800,20,0,0,36.76,2,Corn,10,5,true,true,true,177.89,73.52,Off,49.36,Off,321.35,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,28890,20,1,30,36.84,2,Corn,10,5,true,true,true,70.07,73.68,On,46.36,Off,321.35,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,28905,20,1,45,36.84,2,Corn,10,5,true,true,true,169.54,73.68,Off,46.36,Off,321.35,false,0.0,false,0.0,false,0,false,0,false,0,
Heaters turned ON,28920,20,2,0,36.84,2,Corn,10,5,true,true,true,152.35,73.68,Off,39.36,On,321.35,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,28995,20,3,15,37.01,2,Corn,10,5,true,true,true,62.54,74.02,On,42.20,On,321.35,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,29010,20,3,30,37.01,2,Corn,10,5,true,true,true,169.04,74.02,Off,43.40,On,321.35,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,29100,20,5,0,37.09,2,Corn,10,5,true,true,true,57.89,74.18,On,45.60,On,321.35,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,29115,20,5,15,37.17,2,Corn,10,5,true,true,true,157.25,74.35,Off,38.72,On,321.35,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,29190,20,6,30,37.26,2,Corn,10,5,true,true,true,64.27,74.52,On,37.72,On,321.35,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,29205,20,6,45,37.26,2,Corn,10,5,true,true,true,170.64,74.52,Off,38.92,On,321.35,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,29295,20,8,15,37.42,2,Corn,10,5,true,true,true,58.70,74.85,On,51.12,On,321.35,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,29310,20,8,30,37.42,2,Corn,10,5,true,true,true,164.99,74.85,Off,52.32,On,321.35,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,29385,20,9,45,37.51,2,Corn,10,5,true,true,true,71.34,75.02,On,63.32,On,321.35,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,29400,20,10,0,37.51,2,Corn,10,5,true,true,true,177.59,75.02,Off,64.52,On,321.35,false,0.0,false,0.0,false,0,false,0,false,0,
Heaters turned OFF,29460,20,11,0,37.59,2,Corn,10,5,true,true,true,102.45,75.18,Off,74.32,Off,321.35,false,0.0,false,0.0,false,0,false,0,false,0,
